meeting_id,account_id,deal_id,organizer_id,title,meeting_type,scheduled_start,scheduled_end,duration_minutes,location,status,agenda,summary,key_points,next_steps,outcome,attendee_contact_ids,attendee_user_ids
MTG-6236,ACC-1044,DL-4063,USR-3007,Vector Biotech / Intellia Internal Sync,Internal Sync,2026-05-23 10:30:00,2026-05-23 11:00:00,30,Microsoft Teams,Completed,Review the pilot results and agree next steps,Forecast accuracy is the metric leadership actually cares about. Circulate pilot success criteria for sign-off.,"[""Security review is the critical path item"", ""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Share the ROI model with finance"", ""Schedule the executive alignment call""]",Advanced,"[""CNT-2200"", ""CNT-2199""]","[""USR-3007""]"
MTG-6237,ACC-1044,DL-4123,USR-3013,Vector Biotech / Intellia Technical Validation,Technical Validation,2026-09-24 17:00:00,2026-09-24 18:00:00,60,Zoom,Scheduled,Validate the data connector and custom signal mapping,,[],[],,"[""CNT-2198"", ""CNT-2201""]","[""USR-3013""]"
MTG-6238,ACC-1045,DL-4124,USR-3009,Eclipse Systems / Intellia Internal Sync,Internal Sync,2026-08-09 12:00:00,2026-08-09 13:00:00,60,Microsoft Teams,Completed,Validate the data connector and custom signal mapping,Budget is committed but the timing sits behind a leadership review. Schedule the executive alignment call.,"[""Champion is willing to socialize the business case internally"", ""Competitive evaluation is down to two vendors"", ""Budget is committed but the timing sits behind a leadership review""]","[""Get procurement paperwork started"", ""Send the mutual action plan by end of week""]",No decision,"[""CNT-2202"", ""CNT-2207"", ""CNT-2206""]","[""USR-3009""]"
MTG-6239,ACC-1045,DL-4004,USR-3009,Eclipse Systems / Intellia Renewal Review,Renewal Review,2026-08-19 14:00:00,2026-08-19 14:45:00,45,Zoom,Scheduled,Validate the data connector and custom signal mapping,,[],[],,"[""CNT-2205"", ""CNT-2202"", ""CNT-2204""]","[""USR-3009""]"
MTG-6240,ACC-1045,DL-4064,USR-3009,Eclipse Systems / Intellia Negotiation,Negotiation,2026-09-15 17:30:00,2026-09-15 18:30:00,60,Google Meet,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2205""]","[""USR-3009""]"
MTG-6241,ACC-1045,DL-4004,USR-3009,Eclipse Systems / Intellia Renewal Review,Renewal Review,2026-06-19 13:30:00,2026-06-19 14:15:00,45,Customer site,Completed,"Walk through pricing, packaging and the ramp plan",Competitive evaluation is down to two vendors. Share the ROI model with finance.,"[""The data team wants incremental sync rather than full refresh"", ""Champion is willing to socialize the business case internally"", ""Budget is committed but the timing sits behind a leadership review""]","[""Send the mutual action plan by end of week"", ""Schedule the executive alignment call""]",Slipped,"[""CNT-2202""]","[""USR-3009""]"
MTG-6242,ACC-1045,DL-4064,USR-3009,Eclipse Systems / Intellia Renewal Review,Renewal Review,2026-05-24 08:30:00,2026-05-24 09:00:00,30,Microsoft Teams,Completed,Quarterly business review and adoption update,Competitive evaluation is down to two vendors. Share the ROI model with finance.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Competitive evaluation is down to two vendors"", ""Budget is committed but the timing sits behind a leadership review""]","[""Share the ROI model with finance"", ""Confirm the security questionnaire owner""]",Slipped,"[""CNT-2207""]","[""USR-3009""]"
MTG-6243,ACC-1045,DL-4004,USR-3009,Eclipse Systems / Intellia QBR,QBR,2026-07-28 10:30:00,2026-07-28 11:15:00,45,Google Meet,Completed,Align business outcome goals with the executive sponsor,The data team wants incremental sync rather than full refresh. Get procurement paperwork started.,"[""Competitive evaluation is down to two vendors"", ""Champion is willing to socialize the business case internally"", ""The data team wants incremental sync rather than full refresh""]","[""Confirm the security questionnaire owner"", ""Get procurement paperwork started""]",No decision,"[""CNT-2203"", ""CNT-2207"", ""CNT-2206""]","[""USR-3009""]"
MTG-6244,ACC-1046,DL-4065,USR-3010,Matrix Logistics / Intellia Executive Briefing,Executive Briefing,2026-06-14 10:30:00,2026-06-14 11:30:00,60,Microsoft Teams,Completed,Review the pilot results and agree next steps,Procurement requires an executive sponsor before paperwork moves. Share the ROI model with finance.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Champion is willing to socialize the business case internally"", ""The data team wants incremental sync rather than full refresh""]","[""Send the mutual action plan by end of week"", ""Schedule the executive alignment call""]",Slipped,"[""CNT-2211""]","[""USR-3010""]"
MTG-6245,ACC-1046,DL-4125,USR-3010,Matrix Logistics / Intellia Demo,Demo,2026-08-30 09:30:00,2026-08-30 10:30:00,60,Customer site,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2211""]","[""USR-3010""]"
MTG-6246,ACC-1046,DL-4065,USR-3012,Matrix Logistics / Intellia Technical Validation,Technical Validation,2026-06-11 11:00:00,2026-06-11 12:00:00,60,Microsoft Teams,Completed,Quarterly business review and adoption update,Adoption is concentrated in two teams; the rest of the org has not onboarded. Send the mutual action plan by end of week.,"[""The data team wants incremental sync rather than full refresh"", ""Champion is willing to socialize the business case internally"", ""Budget is committed but the timing sits behind a leadership review""]","[""Schedule the executive alignment call"", ""Share the ROI model with finance""]",Slipped,"[""CNT-2208"", ""CNT-2211""]","[""USR-3012""]"
MTG-6247,ACC-1046,DL-4125,USR-3010,Matrix Logistics / Intellia Demo,Demo,2026-08-30 08:30:00,2026-08-30 09:15:00,45,Zoom,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2211"", ""CNT-2208""]","[""USR-3010""]"
MTG-6248,ACC-1046,DL-4005,USR-3010,Matrix Logistics / Intellia Technical Validation,Technical Validation,2026-08-16 14:00:00,2026-08-16 14:30:00,30,Customer site,Scheduled,Technical deep dive on forecast accuracy,,[],[],,"[""CNT-2211""]","[""USR-3010""]"
MTG-6249,ACC-1047,DL-4006,USR-3011,Northwind Foods / Intellia Internal Sync,Internal Sync,2026-04-25 13:00:00,2026-04-25 13:30:00,30,Zoom,Completed,"Renewal scope, timing and expansion options",Procurement requires an executive sponsor before paperwork moves. Share the ROI model with finance.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""The data team wants incremental sync rather than full refresh""]","[""Get procurement paperwork started"", ""Schedule the executive alignment call""]",Held,"[""CNT-2216"", ""CNT-2215""]","[""USR-3011""]"
MTG-6250,ACC-1047,DL-4006,USR-3011,Northwind Foods / Intellia Executive Briefing,Executive Briefing,2026-08-29 13:00:00,2026-08-29 14:00:00,60,Zoom,Scheduled,Technical deep dive on forecast accuracy,,[],[],,"[""CNT-2214""]","[""USR-3011""]"
MTG-6251,ACC-1047,DL-4066,USR-3011,Northwind Foods / Intellia QBR,QBR,2026-06-27 15:30:00,2026-06-27 16:00:00,30,Customer site,Completed,Validate the data connector and custom signal mapping,Forecast accuracy is the metric leadership actually cares about. Confirm the security questionnaire owner.,"[""Budget is committed but the timing sits behind a leadership review"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Share the ROI model with finance"", ""Confirm the security questionnaire owner""]",No decision,"[""CNT-2213"", ""CNT-2215""]","[""USR-3011""]"
MTG-6252,ACC-1047,DL-4006,USR-3011,Northwind Foods / Intellia QBR,QBR,2026-07-20 14:00:00,2026-07-20 14:30:00,30,Microsoft Teams,Completed,Quarterly business review and adoption update,Budget is committed but the timing sits behind a leadership review. Circulate pilot success criteria for sign-off.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""The data team wants incremental sync rather than full refresh""]","[""Send the mutual action plan by end of week"", ""Circulate pilot success criteria for sign-off""]",Advanced,"[""CNT-2213"", ""CNT-2215"", ""CNT-2216""]","[""USR-3011""]"
MTG-6253,ACC-1047,DL-4126,USR-3011,Northwind Foods / Intellia Executive Briefing,Executive Briefing,2026-09-21 14:30:00,2026-09-21 15:15:00,45,Customer site,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2216""]","[""USR-3011""]"
MTG-6254,ACC-1047,DL-4066,USR-3011,Northwind Foods / Intellia Internal Sync,Internal Sync,2026-05-18 11:30:00,2026-05-18 12:00:00,30,Customer site,Completed,Align business outcome goals with the executive sponsor,Champion is willing to socialize the business case internally. Share the ROI model with finance.,"[""The data team wants incremental sync rather than full refresh"", ""Forecast accuracy is the metric leadership actually cares about"", ""Budget is committed but the timing sits behind a leadership review""]","[""Get procurement paperwork started"", ""Confirm the security questionnaire owner""]",Slipped,"[""CNT-2216"", ""CNT-2215"", ""CNT-2213""]","[""USR-3011""]"
MTG-6255,ACC-1047,DL-4066,USR-3011,Northwind Foods / Intellia Technical Validation,Technical Validation,2026-07-02 17:30:00,2026-07-02 18:15:00,45,Google Meet,Completed,Technical deep dive on forecast accuracy,Forecast accuracy is the metric leadership actually cares about. Circulate pilot success criteria for sign-off.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Budget is committed but the timing sits behind a leadership review"", ""Champion is willing to socialize the business case internally""]","[""Circulate pilot success criteria for sign-off"", ""Schedule the executive alignment call""]",Held,"[""CNT-2213"", ""CNT-2216"", ""CNT-2214""]","[""USR-3011""]"
MTG-6256,ACC-1048,DL-4127,USR-3001,Ironclad Insurance / Intellia Demo,Demo,2026-08-31 16:00:00,2026-08-31 16:30:00,30,Microsoft Teams,Scheduled,Quarterly business review and adoption update,,[],[],,"[""CNT-2220"", ""CNT-2221"", ""CNT-2217""]","[""USR-3001""]"
MTG-6257,ACC-1048,DL-4007,USR-3012,Ironclad Insurance / Intellia Renewal Review,Renewal Review,2026-09-12 16:30:00,2026-09-12 17:00:00,30,Microsoft Teams,Scheduled,Quarterly business review and adoption update,,[],[],,"[""CNT-2222"", ""CNT-2219"", ""CNT-2217""]","[""USR-3012""]"
MTG-6258,ACC-1048,DL-4127,USR-3012,Ironclad Insurance / Intellia Technical Validation,Technical Validation,2026-08-05 11:00:00,2026-08-05 11:30:00,30,Zoom,Completed,Review the pilot results and agree next steps,Forecast accuracy is the metric leadership actually cares about. Schedule the executive alignment call.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Budget is committed but the timing sits behind a leadership review""]","[""Send the mutual action plan by end of week"", ""Confirm the security questionnaire owner""]",Held,"[""CNT-2217"", ""CNT-2220""]","[""USR-3012""]"
MTG-6259,ACC-1048,DL-4007,USR-3012,Ironclad Insurance / Intellia Demo,Demo,2026-06-13 10:00:00,2026-06-13 11:00:00,60,Zoom,Completed,"Renewal scope, timing and expansion options",Adoption is concentrated in two teams; the rest of the org has not onboarded. Confirm the security questionnaire owner.,"[""Champion is willing to socialize the business case internally"", ""Budget is committed but the timing sits behind a leadership review"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Send the mutual action plan by end of week"", ""Confirm the security questionnaire owner""]",No decision,"[""CNT-2222"", ""CNT-2221"", ""CNT-2217""]","[""USR-3012""]"
MTG-6260,ACC-1048,DL-4067,USR-3012,Ironclad Insurance / Intellia Discovery,Discovery,2026-07-07 14:30:00,2026-07-07 15:00:00,30,Zoom,Completed,Quarterly business review and adoption update,Adoption is concentrated in two teams; the rest of the org has not onboarded. Share the ROI model with finance.,"[""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about"", ""Champion is willing to socialize the business case internally""]","[""Get procurement paperwork started"", ""Circulate pilot success criteria for sign-off""]",Slipped,"[""CNT-2217""]","[""USR-3012""]"
MTG-6261,ACC-1048,DL-4127,USR-3012,Ironclad Insurance / Intellia Executive Briefing,Executive Briefing,2026-09-19 15:30:00,2026-09-19 16:30:00,60,Google Meet,Scheduled,"Renewal scope, timing and expansion options",,[],[],,"[""CNT-2217""]","[""USR-3012""]"
MTG-6262,ACC-1049,DL-4008,USR-3013,Silverline Telecom / Intellia Negotiation,Negotiation,2026-05-17 10:30:00,2026-05-17 11:00:00,30,Zoom,Completed,Review the pilot results and agree next steps,Adoption is concentrated in two teams; the rest of the org has not onboarded. Circulate pilot success criteria for sign-off.,"[""Champion is willing to socialize the business case internally"", ""Procurement requires an executive sponsor before paperwork moves"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Send the mutual action plan by end of week"", ""Circulate pilot success criteria for sign-off""]",Held,"[""CNT-2224"", ""CNT-2223""]","[""USR-3013""]"
MTG-6263,ACC-1049,DL-4068,USR-3013,Silverline Telecom / Intellia Discovery,Discovery,2026-04-30 15:30:00,2026-04-30 16:15:00,45,Zoom,Completed,Technical deep dive on forecast accuracy,Procurement requires an executive sponsor before paperwork moves. Circulate pilot success criteria for sign-off.,"[""Budget is committed but the timing sits behind a leadership review"", ""The data team wants incremental sync rather than full refresh"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Share the ROI model with finance"", ""Schedule the executive alignment call""]",Slipped,"[""CNT-2224"", ""CNT-2223""]","[""USR-3013""]"
MTG-6264,ACC-1049,DL-4068,USR-3013,Silverline Telecom / Intellia Negotiation,Negotiation,2026-09-16 09:30:00,2026-09-16 10:15:00,45,Zoom,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2224""]","[""USR-3013""]"
MTG-6265,ACC-1049,DL-4068,USR-3013,Silverline Telecom / Intellia Renewal Review,Renewal Review,2026-07-03 15:00:00,2026-07-03 15:45:00,45,Microsoft Teams,Completed,Review the pilot results and agree next steps,Champion is willing to socialize the business case internally. Circulate pilot success criteria for sign-off.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Security review is the critical path item"", ""Champion is willing to socialize the business case internally""]","[""Schedule the executive alignment call"", ""Circulate pilot success criteria for sign-off""]",No decision,"[""CNT-2223""]","[""USR-3013""]"
MTG-6266,ACC-1049,DL-4128,USR-3013,Silverline Telecom / Intellia Internal Sync,Internal Sync,2026-06-12 15:00:00,2026-06-12 16:00:00,60,Customer site,Completed,Validate the data connector and custom signal mapping,Forecast accuracy is the metric leadership actually cares about. Send the mutual action plan by end of week.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Budget is committed but the timing sits behind a leadership review"", ""The data team wants incremental sync rather than full refresh""]","[""Circulate pilot success criteria for sign-off"", ""Share the ROI model with finance""]",Held,"[""CNT-2224""]","[""USR-3013""]"
MTG-6267,ACC-1049,DL-4008,USR-3013,Silverline Telecom / Intellia Technical Validation,Technical Validation,2026-07-02 12:00:00,2026-07-02 12:45:00,45,Microsoft Teams,Completed,Validate the data connector and custom signal mapping,Budget is committed but the timing sits behind a leadership review. Circulate pilot success criteria for sign-off.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Champion is willing to socialize the business case internally"", ""The data team wants incremental sync rather than full refresh""]","[""Schedule the executive alignment call"", ""Share the ROI model with finance""]",Slipped,"[""CNT-2223"", ""CNT-2224""]","[""USR-3013""]"
MTG-6268,ACC-1050,DL-4009,USR-3001,Redwood Capital / Intellia Renewal Review,Renewal Review,2026-04-20 10:00:00,2026-04-20 11:00:00,60,Zoom,Completed,Confirm the security review timeline and owners,Budget is committed but the timing sits behind a leadership review. Share the ROI model with finance.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Procurement requires an executive sponsor before paperwork moves"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Circulate pilot success criteria for sign-off"", ""Schedule the executive alignment call""]",Slipped,"[""CNT-2227"", ""CNT-2229""]","[""USR-3001""]"
MTG-6269,ACC-1050,DL-4009,USR-3001,Redwood Capital / Intellia Negotiation,Negotiation,2026-05-21 13:30:00,2026-05-21 14:15:00,45,Microsoft Teams,Completed,"Renewal scope, timing and expansion options",Adoption is concentrated in two teams; the rest of the org has not onboarded. Get procurement paperwork started.,"[""Budget is committed but the timing sits behind a leadership review"", ""Procurement requires an executive sponsor before paperwork moves"", ""Competitive evaluation is down to two vendors""]","[""Send the mutual action plan by end of week"", ""Schedule the executive alignment call""]",Slipped,"[""CNT-2229""]","[""USR-3001""]"
MTG-6270,ACC-1050,DL-4069,USR-3001,Redwood Capital / Intellia Internal Sync,Internal Sync,2026-05-23 11:00:00,2026-05-23 11:30:00,30,Zoom,Completed,Align business outcome goals with the executive sponsor,Budget is committed but the timing sits behind a leadership review. Share the ROI model with finance.,"[""The data team wants incremental sync rather than full refresh"", ""Budget is committed but the timing sits behind a leadership review"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Share the ROI model with finance"", ""Schedule the executive alignment call""]",Slipped,"[""CNT-2226""]","[""USR-3001""]"
MTG-6271,ACC-1050,DL-4129,USR-3001,Redwood Capital / Intellia Demo,Demo,2026-07-27 09:30:00,2026-07-27 10:15:00,45,Customer site,Completed,Quarterly business review and adoption update,Forecast accuracy is the metric leadership actually cares about. Schedule the executive alignment call.,"[""Security review is the critical path item"", ""Procurement requires an executive sponsor before paperwork moves"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Send the mutual action plan by end of week"", ""Share the ROI model with finance""]",Slipped,"[""CNT-2228""]","[""USR-3001""]"
MTG-6272,ACC-1050,DL-4069,USR-3001,Redwood Capital / Intellia Renewal Review,Renewal Review,2026-09-04 10:00:00,2026-09-04 10:30:00,30,Zoom,Scheduled,Align business outcome goals with the executive sponsor,,[],[],,"[""CNT-2227""]","[""USR-3001""]"
MTG-6273,ACC-1050,DL-4009,USR-3001,Redwood Capital / Intellia QBR,QBR,2026-06-10 09:00:00,2026-06-10 10:00:00,60,Zoom,Completed,Align business outcome goals with the executive sponsor,Forecast accuracy is the metric leadership actually cares about. Share the ROI model with finance.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves"", ""The data team wants incremental sync rather than full refresh""]","[""Circulate pilot success criteria for sign-off"", ""Share the ROI model with finance""]",Held,"[""CNT-2227""]","[""USR-3001""]"
MTG-6274,ACC-1051,DL-4010,USR-3002,Bluepeak Software / Intellia Negotiation,Negotiation,2026-07-12 08:00:00,2026-07-12 08:30:00,30,Customer site,Completed,Align business outcome goals with the executive sponsor,Forecast accuracy is the metric leadership actually cares about. Send the mutual action plan by end of week.,"[""Competitive evaluation is down to two vendors"", ""Champion is willing to socialize the business case internally"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Get procurement paperwork started"", ""Confirm the security questionnaire owner""]",Slipped,"[""CNT-2233""]","[""USR-3002""]"
MTG-6275,ACC-1051,DL-4010,USR-3002,Bluepeak Software / Intellia Renewal Review,Renewal Review,2026-04-30 11:30:00,2026-04-30 12:00:00,30,Zoom,Completed,"Walk through pricing, packaging and the ramp plan",Security review is the critical path item. Send the mutual action plan by end of week.,"[""The data team wants incremental sync rather than full refresh"", ""Security review is the critical path item"", ""Champion is willing to socialize the business case internally""]","[""Circulate pilot success criteria for sign-off"", ""Get procurement paperwork started""]",Advanced,"[""CNT-2234"", ""CNT-2231""]","[""USR-3002""]"
MTG-6276,ACC-1051,DL-4070,USR-3002,Bluepeak Software / Intellia Negotiation,Negotiation,2026-06-10 15:30:00,2026-06-10 16:15:00,45,Customer site,Completed,"Renewal scope, timing and expansion options",Security review is the critical path item. Schedule the executive alignment call.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Forecast accuracy is the metric leadership actually cares about"", ""Budget is committed but the timing sits behind a leadership review""]","[""Share the ROI model with finance"", ""Schedule the executive alignment call""]",Held,"[""CNT-2231""]","[""USR-3002""]"
MTG-6277,ACC-1051,DL-4130,USR-3002,Bluepeak Software / Intellia Demo,Demo,2026-06-06 09:00:00,2026-06-06 09:30:00,30,Customer site,Completed,Confirm the security review timeline and owners,Forecast accuracy is the metric leadership actually cares about. Send the mutual action plan by end of week.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Champion is willing to socialize the business case internally"", ""Competitive evaluation is down to two vendors""]","[""Share the ROI model with finance"", ""Send the mutual action plan by end of week""]",Advanced,"[""CNT-2234"", ""CNT-2231""]","[""USR-3002""]"
MTG-6278,ACC-1051,DL-4130,USR-3002,Bluepeak Software / Intellia Demo,Demo,2026-09-16 10:00:00,2026-09-16 10:45:00,45,Customer site,Scheduled,"Walk through pricing, packaging and the ramp plan",,[],[],,"[""CNT-2231""]","[""USR-3002""]"
MTG-6279,ACC-1052,DL-4011,USR-3005,Granite Utilities / Intellia Internal Sync,Internal Sync,2026-05-04 16:00:00,2026-05-04 17:00:00,60,Microsoft Teams,Completed,Align business outcome goals with the executive sponsor,Security review is the critical path item. Get procurement paperwork started.,"[""The data team wants incremental sync rather than full refresh"", ""Forecast accuracy is the metric leadership actually cares about"", ""Competitive evaluation is down to two vendors""]","[""Get procurement paperwork started"", ""Share the ROI model with finance""]",No decision,"[""CNT-2237""]","[""USR-3005""]"
MTG-6280,ACC-1052,DL-4071,USR-3005,Granite Utilities / Intellia Executive Briefing,Executive Briefing,2026-07-11 08:30:00,2026-07-11 09:30:00,60,Customer site,Completed,Review the pilot results and agree next steps,Adoption is concentrated in two teams; the rest of the org has not onboarded. Send the mutual action plan by end of week.,"[""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about"", ""Budget is committed but the timing sits behind a leadership review""]","[""Confirm the security questionnaire owner"", ""Get procurement paperwork started""]",Slipped,"[""CNT-2237"", ""CNT-2236"", ""CNT-2235""]","[""USR-3005""]"
MTG-6281,ACC-1052,DL-4131,USR-3005,Granite Utilities / Intellia QBR,QBR,2026-06-18 09:30:00,2026-06-18 10:15:00,45,Google Meet,Completed,"Walk through pricing, packaging and the ramp plan",Forecast accuracy is the metric leadership actually cares about. Circulate pilot success criteria for sign-off.,"[""Budget is committed but the timing sits behind a leadership review"", ""Forecast accuracy is the metric leadership actually cares about"", ""Champion is willing to socialize the business case internally""]","[""Confirm the security questionnaire owner"", ""Circulate pilot success criteria for sign-off""]",No decision,"[""CNT-2237"", ""CNT-2235"", ""CNT-2236""]","[""USR-3005""]"
MTG-6282,ACC-1052,DL-4131,USR-3005,Granite Utilities / Intellia Renewal Review,Renewal Review,2026-09-18 16:00:00,2026-09-18 16:45:00,45,Google Meet,Scheduled,Quarterly business review and adoption update,,[],[],,"[""CNT-2235"", ""CNT-2236"", ""CNT-2237""]","[""USR-3005""]"
MTG-6283,ACC-1053,DL-4132,USR-3006,Meridian Health / Intellia QBR,QBR,2026-07-26 08:30:00,2026-07-26 09:00:00,30,Zoom,Completed,Quarterly business review and adoption update,The data team wants incremental sync rather than full refresh. Circulate pilot success criteria for sign-off.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""The data team wants incremental sync rather than full refresh"", ""Budget is committed but the timing sits behind a leadership review""]","[""Get procurement paperwork started"", ""Confirm the security questionnaire owner""]",Held,"[""CNT-2241""]","[""USR-3006""]"
MTG-6284,ACC-1053,DL-4012,USR-3006,Meridian Health / Intellia Internal Sync,Internal Sync,2026-05-17 17:30:00,2026-05-17 18:00:00,30,Microsoft Teams,Completed,Technical deep dive on forecast accuracy,Procurement requires an executive sponsor before paperwork moves. Schedule the executive alignment call.,"[""Champion is willing to socialize the business case internally"", ""Forecast accuracy is the metric leadership actually cares about"", ""Competitive evaluation is down to two vendors""]","[""Send the mutual action plan by end of week"", ""Circulate pilot success criteria for sign-off""]",Slipped,"[""CNT-2241""]","[""USR-3006""]"
MTG-6285,ACC-1053,DL-4072,USR-3006,Meridian Health / Intellia Demo,Demo,2026-06-30 09:00:00,2026-06-30 10:00:00,60,Microsoft Teams,Completed,Align business outcome goals with the executive sponsor,Security review is the critical path item. Confirm the security questionnaire owner.,"[""Champion is willing to socialize the business case internally"", ""Forecast accuracy is the metric leadership actually cares about"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Confirm the security questionnaire owner"", ""Share the ROI model with finance""]",Held,"[""CNT-2242"", ""CNT-2239""]","[""USR-3006""]"
MTG-6286,ACC-1053,DL-4072,USR-3006,Meridian Health / Intellia QBR,QBR,2026-05-22 16:30:00,2026-05-22 17:00:00,30,Google Meet,Completed,Confirm the security review timeline and owners,Procurement requires an executive sponsor before paperwork moves. Circulate pilot success criteria for sign-off.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Competitive evaluation is down to two vendors"", ""Budget is committed but the timing sits behind a leadership review""]","[""Schedule the executive alignment call"", ""Send the mutual action plan by end of week""]",Held,"[""CNT-2241"", ""CNT-2239""]","[""USR-3006""]"
MTG-6287,ACC-1053,DL-4012,USR-3006,Meridian Health / Intellia QBR,QBR,2026-06-27 15:30:00,2026-06-27 16:15:00,45,Customer site,Completed,"Walk through pricing, packaging and the ramp plan",Champion is willing to socialize the business case internally. Get procurement paperwork started.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Security review is the critical path item"", ""The data team wants incremental sync rather than full refresh""]","[""Circulate pilot success criteria for sign-off"", ""Schedule the executive alignment call""]",Advanced,"[""CNT-2239""]","[""USR-3006""]"
MTG-6288,ACC-1054,DL-4133,USR-3007,Copperfield Retail / Intellia QBR,QBR,2026-07-06 12:00:00,2026-07-06 12:30:00,30,Zoom,Completed,"Renewal scope, timing and expansion options",Forecast accuracy is the metric leadership actually cares about. Send the mutual action plan by end of week.,"[""Forecast accuracy is the metric leadership actually cares about"", ""Budget is committed but the timing sits behind a leadership review"", ""Security review is the critical path item""]","[""Get procurement paperwork started"", ""Send the mutual action plan by end of week""]",Held,"[""CNT-2244"", ""CNT-2245""]","[""USR-3007""]"
MTG-6289,ACC-1054,DL-4013,USR-3007,Copperfield Retail / Intellia Renewal Review,Renewal Review,2026-04-28 13:30:00,2026-04-28 14:15:00,45,Google Meet,Completed,Review the pilot results and agree next steps,Competitive evaluation is down to two vendors. Share the ROI model with finance.,"[""Procurement requires an executive sponsor before paperwork moves"", ""Competitive evaluation is down to two vendors"", ""Forecast accuracy is the metric leadership actually cares about""]","[""Share the ROI model with finance"", ""Get procurement paperwork started""]",Slipped,"[""CNT-2245""]","[""USR-3007""]"
MTG-6290,ACC-1054,DL-4073,USR-3012,Copperfield Retail / Intellia Renewal Review,Renewal Review,2026-05-21 14:00:00,2026-05-21 14:30:00,30,Microsoft Teams,Completed,Validate the data connector and custom signal mapping,Budget is committed but the timing sits behind a leadership review. Send the mutual action plan by end of week.,"[""Adoption is concentrated in two teams; the rest of the org has not onboarded"", ""Forecast accuracy is the metric leadership actually cares about"", ""Procurement requires an executive sponsor before paperwork moves""]","[""Circulate pilot success criteria for sign-off"", ""Confirm the security questionnaire owner""]",No decision,"[""CNT-2244"", ""CNT-2243"", ""CNT-2245""]","[""USR-3012""]"
MTG-6291,ACC-1054,DL-4013,USR-3007,Copperfield Retail / Intellia Executive Briefing,Executive Briefing,2026-05-22 12:30:00,2026-05-22 13:15:00,45,Customer site,Completed,Confirm the security review timeline and owners,The data team wants incremental sync rather than full refresh. Send the mutual action plan by end of week.,"[""Champion is willing to socialize the business case internally"", ""Competitive evaluation is down to two vendors"", ""Adoption is concentrated in two teams; the rest of the org has not onboarded""]","[""Confirm the security questionnaire owner"", ""Send the mutual action plan by end of week""]",No decision,"[""CNT-2245"", ""CNT-2243""]","[""USR-3007""]"
MTG-6292,ACC-1055,DL-4134,USR-3009,Lakeshore Manufacturing / Intellia Executive Briefing,Executive Briefing,2026-05-09 16:00:00,2026-05-09 16:45:00,45,Zoom,Completed,"Walk through pricing, packaging and the ramp plan",Budget is committed but the timing sits behind a leadership review. Schedule the executive alignment call.,"[""The data team wants incremental sync rather than full refresh"", ""Security review is the critical path item"", ""Budget is committed but the timing sits behind a leadership review""]","[""Schedule the executive alignment call"", ""Share the ROI model with finance""]",No decision,"[""CNT-2246""]","[""USR-3009""]"
MTG-6293,ACC-1055,DL-4134,USR-3010,Lakeshore Manufacturing / Intellia Executive Briefing,Executive Briefing,2026-09-24 15:00:00,2026-09-24 16:00:00,60,Customer site,Scheduled,Review the pilot results and agree next steps,,[],[],,"[""CNT-2246"", ""CNT-2250""]","[""USR-3010""]"
